uid,title,type,mvdb_id,piano_combination,final,editors.uid,editors.name,editors.gnd_id,editors.gender,editors.date_of_birth,editors.date_of_death,editors.place_of_birth,editors.place_of_death,editors.place_of_activity,editors.geographic_area_code,composers.uid,composers.name,composers.gnd_id,composers.gender,composers.date_of_birth,composers.date_of_death,composers.place_of_birth,composers.place_of_death,composers.place_of_activity,composers.geographic_area_code,works.uid,works.generic_title,works.individual_title,works.gnd_id,works.title_instrument,works.opus_no,works.title_number,works.firstcomposer,works.main_instrumentation,works.publishers,works.full_title,works.date_of_production,works.tonality,works.gnd_instruments,works.gnd_genres,works.mvdb_genres.uid,works.mvdb_genres.name,works.mvdb_genres.gnd_id,works.mvdb_instrumentation.uid,works.mvdb_instrumentation.has_orchestra,works.mvdb_instrumentation.has_choir,works.mvdb_instrumentation.instrumental_soloists,works.mvdb_instrumentation.vocal_soloists,works.mvdb_instrumentation.instruments.uid,works.mvdb_instrumentation.instruments.name,works.mvdb_instrumentation.instruments.gnd_id,works.composers.uid,works.composers.name,works.composers.gnd_id,works.composers.gender,works.composers.date_of_birth,works.composers.date_of_death,works.composers.place_of_birth,works.composers.place_of_death,works.composers.place_of_activity,works.composers.geographic_area_code,published_subitems.uid,published_subitems.mvdb_id,published_subitems.publisher_number,published_subitems.part,published_subitems.voice,published_subitems.published_item,published_subitems.prints.uid,published_subitems.prints.quantity,published_subitems.prints.date_of_action,published_subitems.prints.type,published_subitems.prints.inferred,published_subitems.prints.published_subitem,published_subitems.prints.certain,published_subitems.sales,published_subitems.maculation,published_subitems.works,instruments.uid,instruments.name,instruments.gnd_id,genres.uid,genres.name,genres.gnd_id
12780,Sammlung Klassischer Stücke f. Piano & Cello,collection full,PE_01418a,,1,,,,,,,,,,,,,,,,,,,,,12291.0,Sonate,Nr. 4,1227894635,"Violine, Basso continuo","9, Nr. 4","Livre 4, Nr. 4",5208.0,61710.0,PE,"Sonate für Violine, Basso continuo Livre 4, Nr. 4 in A-Dur, Nr. 4",1743-01-01,A-Dur,,,2936.0,Sonate,4131190-5,61710.0,1.0,0.0,Violine,,3487.0,Basso continuo,4020105-3,5208.0,"Leclair, Jean-Marie",103777377,m,,,Lyon,Paris,,XA-FR,21510,PE_01418a_01418d_Bd4_N,01418d,Bd4,N,12780,96324.0,500.0,1934-08-01,print,0.0,21510.0,1.0,,,,10.0,Violoncello,4063584-3,,,
12780,Sammlung Klassischer Stücke f. Piano & Cello,collection full,PE_01418a,,1,,,,,,,,,,,,,,,,,,,,,14878.0,Sonate,Nr. 3,1227895518,"Violine, Basso continuo","2, Nr. 3",,5921.0,63919.0,PE,"Sonate für Violine, Basso continuo in A-Dur, Nr. 3",1765-01-01,A-Dur,,,2936.0,Sonate,4131190-5,63919.0,1.0,0.0,Violine,,3487.0,Basso continuo,4020105-3,5921.0,"Nardini, Pietro",119443880,m,,,Livorno,Florenz,,XA-IT,21507,PE_01418a_01418a_Bd1_N,01418a,Bd1,N,12780,96249.0,1500.0,1894-11-01,print,0.0,21507.0,1.0,,,,1.0,Klavier,4030982-4,,,
10268,Op. 10 p Vcelle et Pianof.,adaptation,HO_05245,,1,,,,,,,,,,,,,,,,,,,,,6173.0,Romanze,,1223485064,,10,,1096.0,66096.0,HO,Romanze in C-Dur,1836-01-01,C-Dur,,,2968.0,Lied,4035669-3,66096.0,0.0,0.0,gemischtes Ensemble,,3426.0,Violine,4019791-8,1096.0,"Franchomme, Auguste",11669386X,m,1808-04-10,1884-01-21,Lille,Paris,,XA-FR,12226,HO_05245_05245_NN_N,05245,NN,N,10268,56826.0,25.0,1857-09-01,print,0.0,12226.0,1.0,,,,1.0,Klavier,4030982-4,,,
12780,Sammlung Klassischer Stücke f. Piano & Cello,collection full,PE_01418a,,1,,,,,,,,,,,,,,,,,,,,,12266.0,Sonate,Bourrée,1227848692,"Oboe, Basso continuo",,,5524.0,61690.0,PE,"Sonate für Oboe, Basso continuo in F-Dur, Bourrée",1712-01-01,F-Dur,,,2936.0,Sonate,4131190-5,61690.0,1.0,0.0,Oboe,,3405.0,Oboe,4139391-0,5524.0,"Händel, Georg Friedrich",118544489,,,,,,,,21509,PE_01418a_01418c_Bd3_N,01418c,Bd3,N,12780,96299.0,500.0,1905-05-01,print,0.0,21509.0,1.0,,,,10.0,Violoncello,4063584-3,,,
5515,op. 35: Zur Erholung. Zwölf kleine Vortragsstücke für Piano,work,RB_01709,,-1,,,,,,,,,,,,,,,,,,,,,5677.0,Zur Erholung,,1209162725,,35,,2430.0,55444.0,RB,Zur Erholung,1890-01-01,,,,2930.0,Instrumentalmusik,4129951-6,55444.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,2430.0,"Parlow, Edmund",116047437,m,,,,,,XA-DE,11352,RB_01709_01710_H2_N,01710,H2,N,5515,47872.0,100.0,1890-08-02,print,0.0,11352.0,1.0,,,,,,,,,
16870,Album. IX. Pfte & Violine.,collection blackbox,PE_01881c,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21622,PE_01881c_01881c_Bd9_N,01881c,Bd9,N,16870,94189.0,400.0,1883-05-01,print,0.0,21622.0,1.0,,,,5.0,Violine,4019791-8,,,
13696,"Arien-Album, Bass",collection full,PE_00737a,,1,,,,,,,,,,,,,,,,,,,,,13517.0,Judas Maccabaeus,Enough! to Heaven we leave,122542805X,,,,5524.0,62638.0,PE,"Judas Maccabaeus, Enough! to Heaven we leave",1746-01-01,,,,2934.0,Vokalmusik,4063783-9,62638.0,1.0,0.0,,Bass Solo,3486.0,Orchester,4172708-3,5524.0,"Händel, Georg Friedrich",118544489,,,,,,,,23273,PE_00737a_00737a_Bd1_N,00737a,Bd1,N,13696,74341.0,1000.0,1892-07-01,print,0.0,23273.0,1.0,,,,4616.0,Bass,4712215-8,6920.0,Arie,4143006-2
3457,Zwölf Tonstücke für Violoncell oder Violine mit Piano,collection blackbox,RB_02335,,-1,1852.0,"Werner, Josef",122834216,m,1837-06-25,1922-11-14,,,,XA-DE,5524.0,"Händel, Georg Friedrich",118544489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8744,RB_02335_02336_H2_SoloVl,02336,H2,SoloVl,3457,37854.0,50.0,1899-12-04,print,0.0,8744.0,1.0,,,,1.0,Klavier,4030982-4,,,
15023,Coll. Morceaux Serie II.,adaptation,HO_08433,,1,,,,,,,,,,,,,,,,,,,,,14956.0,El vito Sevillano,,122826192X,,,,5171.0,63998.0,HO,El vito Sevillano,1895-01-01,,,,3163.0,Melodie,4139233-4,63998.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,29037,HO_08433_08433_N1_EStMl2,08433,N1,EStMl2,15023,90761.0,75.0,1898-09-16,print,0.0,29037.0,1.0,,,,1.0,Klavier,4030982-4,,,
979,Compositionen à 4/ms ,collection full,PE_00155a,one piano four hands,1,,,,,,,,,,,,,,,,,,,,,1026.0,"Introduktion, vier Variationen über ein Originalthema und Finale",,300140746,,"82, Nr. 2",,869.0,51528.0,PE,"Introduktion, vier Variationen über ein Originalthema und Finale in B-Dur",,B-Dur,,,3146.0,Finale,4125225-1,51528.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,1785,PE_00155a_00155b_H2_N,00155b,H2,N,979,10534.0,600.0,1916-04-01,print,0.0,1785.0,1.0,,,,1.0,Klavier,4030982-4,,,
10666,Sonaten 4h,work,PE_01323,,1,,,,,,,,,,,,,,,,,,,,,10456.0,Duos,Nr. 3,300771096,"Klavier, 4-händig","14, Nr. 3",,964.0,59979.0,PE,"Duos für Klavier, 4-händig in Es-Dur, Nr. 3",,Es-Dur,,,3150.0,Duo,4138632-2,59979.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,964.0,"Clementi, Muzio",118676423,m,1752-01-23,1832-03-10,Rom,Evesham,,"XA-IT, XA-GB",18995,PE_01323_01323_NN_K4h,01323,NN,K4h,10666,89791.0,500.0,1924-07-01,print,0.0,18995.0,1.0,,,,,,,,,
13891,Album. Bd. I. Volksausgabe. Tief,collection part,PE_00492c,,1,,,,,,,,,,,,,,,,,,,,,1722.0,Die schöne Müllerin,,300141629,,25,,869.0,52127.0,PE,Die schöne Müllerin,1824-01-01,,,,2934.0,Vokalmusik,4063783-9,52127.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23017,PE_00492c_00492c_NN_tS,00492c,NN,tS,13891,68972.0,1000.0,1913-07-01,print,0.0,23017.0,1.0,,,,1.0,Klavier,4030982-4,2305.0,Lied,4035669-3
2853,H-moll-Messe. Kl. Ausz.,adaptation,PE_00037,one piano two hands,2,,,,,,,,,,,,,,,,,,,,,1347.0,Messen,,300009879,,,,884.0,65869.0,PE,Messe in h-Moll,1748-01-01,h-Moll,,,3162.0,Messvertonung,4129031-8,65869.0,1.0,1.0,Instrumentalsolisten,Vokalsolisten,3490.0,Horn,4160662-0,884.0,"Bach, Johann Sebastian",11850553X,m,1685-03-21,1750-07-28,Eisenach,Leipzig,"Mühlhausen/Thüringen, Weimar, Köthen (Anhalt), Leipzig",XA-DE,1896,PE_00037_00037_NN_EStK,00037,NN,EStK,2853,5601.0,1500.0,1896-06-01,print,0.0,1896.0,1.0,,,,1.0,Klavier,4030982-4,,,
15023,Coll. Morceaux Serie II.,adaptation,HO_08433,,1,,,,,,,,,,,,,,,,,,,,,14954.0,Mazurkas de Chopin,,1228261873,,,,5171.0,63995.0,HO,Mazurkas de Chopin,1895-01-01,,,,3001.0,Mazurka,4276508-0,63995.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,29075,HO_08433_08440_N8_EStGi,08440,N8,EStGi,15023,90923.0,600.0,1921-02-02,print,0.0,29075.0,1.0,,,,4352.0,Gitarre,4124933-1,,,
13997,Variat. f. Pianof. & Vc.,collection full,PE_00748b,,1,,,,,,,,,,,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",15713.0,"Variationen über ""Bei Männern, welche Liebe fühlen"" aus Mozarts ""Die Zauberflöte""",,300017545,,WoO 46,,509.0,64729.0,"PE, PV","Variationen über ""Bei Männern, welche Liebe fühlen"" aus Mozarts ""Die Zauberflöte""",1801-02-23,,,,3121.0,Variation,4187414-6,64729.0,0.0,0.0,gemischtes Ensemble,,3441.0,Violoncello,4063584-3,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",23290,PE_00748b_00748b_NN_N,00748b,NN,N,13997,74861.0,800.0,1932-05-01,print,0.0,23290.0,1.0,,,,1.0,Klavier,4030982-4,7169.0,Variation,4187414-6
12725,Duos für 2 Violinen,collection full,PE_01081a,,1,,,,,,,,,,,,,,,,,,,,,11881.0,Duos,,300040768,Violine (2),23,,1321.0,61290.0,PE,Duos für Violine (2),,,,,3150.0,Duo,4138632-2,61290.0,0.0,0.0,Einzelinstrument Violine,,3426.0,Violine,4019791-8,1321.0,"Dancla, Jean-Baptiste-Charles",116020938,m,1817-12-18,1907-11-10,Bagnères-de-Bigorre,Tunis,,XA-FR,21311,PE_01081a_01081g_Bd7_N,01081g,Bd7,N,12725,104881.0,500.0,1923-11-01,print,0.0,21311.0,1.0,,,,5.0,Violine,4019791-8,,,
13935,Menuett-Album.,collection full,PE_00763,one piano two hands,1,,,,,,,,,,,,,,,,,,,,,13401.0,Quartett,Menuetto,1225519802,"Violine (2), Viola, Violoncello",,,1827.0,62587.0,PE,"Quartett für Violine (2), Viola, Violoncello in d-Moll, Menuetto",1783-01-01,d-Moll,,,3155.0,Quartett,4176618-0,62587.0,0.0,0.0,Quartett,,3441.0,Violoncello,4063584-3,1827.0,"Mozart, Wolfgang Amadeus",118584596,m,1756-01-27,1791-12-05,Salzburg,Wien,,XA-AT,23310,PE_00763_00763_NN_N,00763,NN,N,13935,75245.0,800.0,1907-07-01,print,0.0,23310.0,1.0,,,,1.0,Klavier,4030982-4,,,
8424,op. 14.,work,HO_06906,,1,,,,,,,,,,,,,,,,,,,,,8465.0,Nocturnes,,1222184338,Klavier,14,Nr. 2,309.0,58126.0,HO,Nocturnes für Klavier Nr. 2,1872-01-01,,,,2939.0,Notturno,4172080-5,58126.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,309.0,"Becker, Georges",135904498,m,1834-06-24,1928-07-18,Frankenthal (Pfalz),Genf,,"XA-DE, XA-CH",15030,HO_06906_06906_NN_N,06906,NN,N,8424,76707.0,150.0,1872-03-31,print,0.0,15030.0,1.0,,,,,,,,,
7481,Liederübertragung f Pfte,adaptation,HO_06348,,-1,,,,,,,,,,,,,,,,,,,,,7506.0,Romanzen und Balladen,Frühlingsfahrt,300342438,"Singstimme, Klavier","45, Nr. 2",,601.0,57300.0,"HO, PE","Romanzen und Balladen für Singstimme, Klavier, Frühlingsfahrt",1840-01-01,,,,2968.0,Lied,4035669-3,57300.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,601.0,"Schumann, Robert",118611666,m,1810-06-08,1856-07-29,Zwickau,Endenich,,XA-DE,13958,HO_06348_06348_N1_N,06348,N1,N,7481,,,,,,,,,,,,,,,,
2746,Opus 45 Ein deutsches Requiem [Stimmen],work,RB_00594,,2,,,,,,,,,,,,,,,,,,,,,3135.0,Ein deutsches Requiem,,300024975,,45,,815.0,65931.0,"PE, RB",Ein deutsches Requiem,1865-01-01,,,,2973.0,Oratorium,4129085-9,65931.0,1.0,1.0,Bariton,Sopran Solo,3486.0,Orchester,4172708-3,815.0,"Brahms, Johannes",118514253,m,1833-05-07,1897-04-03,Hamburg,Wien,Wien,"XA-DE, XA-AT",4876,RB_00594_00595_NN_EStS,00595,NN,EStS,2746,21840.0,200.0,1893-02-25,print,0.0,4876.0,1.0,,,,,,,,,
17371,Suite Espagn.,collection full,HO_08878,,1,,,,,,,,,,,,,,,,,,,,,15972.0,Suite espagnole,Aragón,300001533,,"47, Nr. 6",,6537.0,65350.0,HO,"Suite espagnole in F-Dur, Aragón",1885-01-01,F-Dur,,,2927.0,error,error,65350.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,6537.0,"Albéniz, Isaac",119183366,m,,,Camprodón,Cambo-les-Bains,"Madrid, Leipzig",XA-ES,30747,HO_08878_08878_N_Cplt,08878,N,Cplt,17371,109366.0,500.0,1921-03-08,print,0.0,30747.0,1.0,,,,,,,,,
1136,Jahreszeiten. Kl. Ausz.,adaptation,PE_00067,one piano two hands,2,1842.0,"Stern, Julius",117658316,m,1820-08-08,1883-02-27,Breslau,Berlin,,"XA-PL,XA-DE",,,,,,,,,,,1454.0,Die Jahreszeiten,,300069189,,,,159.0,65874.0,PE,Die Jahreszeiten,1801-01-01,,,,2973.0,Oratorium,4129085-9,65874.0,1.0,1.0,,Vokalsolisten,3470.0,Tenor,4184718-0,159.0,"Haydn, Joseph",118547356,m,1732-03-31,1809-05-31,Rohrau,Wien,"Eisenstadt, Wien",XA-AT,30795,PE_00067_00067_NN_EStT,00067,NN,EStT,1136,109881.0,2000.0,1922-08-01,print,0.0,30795.0,1.0,,,,1.0,Klavier,4030982-4,,,
15023,Coll. Morceaux Serie II.,adaptation,HO_08433,,1,,,,,,,,,,,,,,,,,,,,,14924.0,El Ole,,1227781466,,,,5171.0,63965.0,HO,El Ole,1895-01-01,,,,2975.0,Tanzmusik,4140677-1,63965.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,29046,HO_08433_08435_N3_EStMl1,08435,N3,EStMl1,15023,90784.0,100.0,1898-05-05,print,0.0,29046.0,1.0,,,,6447.0,Mandoline,4232939-5,,,
1716,Var. p Vlon oe 5,adaptation,HO_02184,,1,,,,,,,,,,,,,,,,,,,,,2266.0,Souvenir de Norma,,1216425256,,5,,1364.0,52848.0,HO,Souvenir de Norma in F-Dur,1837-01-01,F-Dur,,,3121.0,Variation,4187414-6,52848.0,1.0,0.0,Violine,,3426.0,Violine,4019791-8,1364.0,"Schubert, Franz",103805850,m,1808-07-22,1878-04-12,Dresden,Dresden,"Dresden, Paris",XA-DE,6029,HO_02184_02184_NN_KAB,02184,NN,KAB,1716,28948.0,58.0,1845-10-01,print,0.0,6029.0,1.0,,,,5.0,Violine,4019791-8,,,
1783,12 Etudes p. Piano Oe: 2,work,HO_02257,,-1,,,,,,,,,,,,,,,,,,,,,2325.0,Études caractéristiques,,300391110,,2,,1133.0,53197.0,"HO, PE",Études caractéristiques,1837-01-01,,,,2927.0,error,error,53197.0,0.0,0.0,Einzelinstrument Klavier,,3445.0,Klavier,4030982-4,1133.0,"Henselt, Adolf von",118903861,m,1814-05-09,1889-10-10,Schwabach,Warmbrunn,Sankt Petersburg,"XA-DE, XA-RU",18650,HO_02257_02257_N4_N,02257,N4,N,1783,58573.0,200.0,1881-04-01,print,0.0,18650.0,0.0,,,,,,,,,
1136,Jahreszeiten. Kl. Ausz.,adaptation,PE_00067,one piano two hands,2,1842.0,"Stern, Julius",117658316,m,1820-08-08,1883-02-27,Breslau,Berlin,,"XA-PL,XA-DE",,,,,,,,,,,1454.0,Die Jahreszeiten,,300069189,,,,159.0,65874.0,PE,Die Jahreszeiten,1801-01-01,,,,2973.0,Oratorium,4129085-9,65874.0,1.0,1.0,,Vokalsolisten,3486.0,Orchester,4172708-3,159.0,"Haydn, Joseph",118547356,m,1732-03-31,1809-05-31,Rohrau,Wien,"Eisenstadt, Wien",XA-AT,30795,PE_00067_00067_NN_EStT,00067,NN,EStT,1136,109848.0,600.0,1880-02-01,print,0.0,30795.0,1.0,,,,1.0,Klavier,4030982-4,,,
12778,Sammlung Klassischer Stücke f. Piano & Viol.,collection full,PE_01413a,,1,,,,,,,,,,,,,,,,,,,,,821.0,Septett,,300016255,"Klarinette, Fagott, Horn, Violine, Viola, Violoncello, Kontrabass",20,,509.0,64767.0,"PE, PV","Septett für Klarinette, Fagott, Horn, Violine, Viola, Violoncello, Kontrabass in Es-Dur",1799-01-01,Es-Dur,,,3158.0,Septett,7710742-1,64767.0,0.0,0.0,Septett,,3426.0,Violine,4019791-8,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",21503,PE_01413a_01413c_Bd3_N,01413c,Bd3,N,12778,95599.0,3000.0,1905-07-01,print,0.0,21503.0,1.0,,,,5.0,Violine,4019791-8,,,
15007,Coll. Morceaux Serie I.,adaptation,HO_08417,,1,,,,,,,,,,,,,,,,,,,,,14930.0,Gavotte royale de Reh,,1227781954,,,,5171.0,63969.0,HO,Gavotte royale de Reh,1895-01-01,,,,2929.0,Charakterstück,4147584-7,63969.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,28969,HO_08417_08425_N9_EStMl1,08425,N9,EStMl1,15007,88540.0,100.0,1895-09-20,print,0.0,28969.0,1.0,,,,4352.0,Gitarre,4124933-1,,,
13741,Album VI,collection full,PE_00793,,1,,,,,,,,,,,,,,,,,,,,,13817.0,Der Traum,,300960166,,"post. 172,2",,869.0,62982.0,PE,Der Traum,1815-01-01,,,,2968.0,Lied,4035669-3,62982.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3483.0,Singstimme,4156941-6,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23362,PE_00793_00793_Bd6_N,00793,Bd6,N,13741,76450.0,500.0,1901-08-01,print,0.0,23362.0,1.0,,,,6456.0,Gesang,4791066-5,,,
13708,Trios,collection full,PE_00753,,1,,,,,,,,,,,3384.0,"Hummel, Johann Nepomuk",118554751,m,1778-11-14,1837-10-17,Preßburg,Weimar,,"XA-AT, XA-DE",12666.0,Trio,,300527705,"Violine, Violoncello, Klavier",83,Nr. 5,3384.0,61868.0,PE,"Trio für Violine, Violoncello, Klavier Nr. 5 in E-Dur",1820-01-01,E-Dur,,,3154.0,Trio,4186188-7,61868.0,0.0,0.0,Trio,,3426.0,Violine,4019791-8,3384.0,"Hummel, Johann Nepomuk",118554751,m,1778-11-14,1837-10-17,Preßburg,Weimar,,"XA-AT, XA-DE",23298,PE_00753_00753_NN_N,00753,NN,N,13708,74949.0,500.0,1902-02-01,print,0.0,23298.0,1.0,,,,5.0,Violine,4019791-8,,,
15007,Coll. Morceaux Serie I.,adaptation,HO_08417,,1,,,,,,,,,,,,,,,,,,,,,14934.0,Madrileña,,1227782284,,,,5171.0,63976.0,HO,Madrileña,1895-01-01,,,,2975.0,Tanzmusik,4140677-1,63976.0,0.0,0.0,Einzelinstrument Mandoline,,3409.0,Mandoline,4232939-5,5171.0,"Schick, Otto",1014104688,m,,,Bad Lauchstädt,Leipzig,,XA-DE,28968,HO_08417_08424_N8_EStGi,08424,N8,EStGi,15007,88537.0,125.0,1908-11-13,print,0.0,28968.0,1.0,,,,4352.0,Gitarre,4124933-1,,,
13995,"30 Lieder, tief.",collection part,PE_00732,,1,,,,,,,,,,,,,,,,,,,,,13496.0,Gesänge,Wonne der Wehmut,300260008,,"83, Nr. 1",,509.0,62651.0,PE,"Gesänge, Wonne der Wehmut",1810-01-01,,,,2968.0,Lied,4035669-3,62651.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3483.0,Singstimme,4156941-6,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",23267,PE_00732_00732_NN_tS,00732,NN,tS,13995,73917.0,2000.0,1903-01-01,print,0.0,23267.0,1.0,,,,,,,,,
12778,Sammlung Klassischer Stücke f. Piano & Viol.,collection full,PE_01413a,,1,,,,,,,,,,,,,,,,,,,,,12275.0,Trio,Allegretto,1227863284,"Klarinette, Viola, Klavier",,,1827.0,61722.0,PE,"Trio für Klarinette, Viola, Klavier in Es-Dur, Allegretto",1786-01-01,Es-Dur,,,3154.0,Trio,4186188-7,61722.0,0.0,0.0,Trio,,3445.0,Klavier,4030982-4,1827.0,"Mozart, Wolfgang Amadeus",118584596,m,1756-01-27,1791-12-05,Salzburg,Wien,,XA-AT,21501,PE_01413a_01413a_Bd1_N,01413a,Bd1,N,12778,95514.0,3000.0,1889-09-01,print,0.0,21501.0,1.0,,,,1.0,Klavier,4030982-4,,,
7555,Op. 20. Sechs Lieder für Bass.,work,HO_05426,,1,,,,,,,,,,,,,,,,,,,,,7578.0,Lieder,,1231033630,"Bass, Klavier",20,,3710.0,57254.0,HO,"Lied für Bass, Klavier",1843-01-01,,,,2968.0,Lied,4035669-3,57254.0,0.0,0.0,Einzelinstrument Klavier,Bass Solo,3445.0,Klavier,4030982-4,3710.0,"Staudigl, Joseph",117223298,m,,,Wöllersdorf,Wien,Wien,XA-AT,18641,HO_05426_05426_N5_N,05426,N5,N,7555,58817.0,50.0,1864-02-01,print,0.0,18641.0,1.0,,,,,,,,,
11032,Paulus.,adaptation,PE_01748,one piano two hands,-1,,,,,,,,,,,,,,,,,,,,,10726.0,Paulus,,30010233X,,36,,433.0,66281.0,PE,Paulus,1836-01-01,,,,2973.0,Oratorium,4129085-9,66281.0,1.0,1.0,Orgel,Vokalsolisten,3472.0,Bass,4712215-8,433.0,"Mendelssohn Bartholdy, Felix",118580779,m,1809-02-03,1847-11-04,Hamburg,Leipzig,"Berlin, Düsseldorf, Frankfurt am Main, Leipzig",XA-DE,25853,PE_01748_01748_NN_EStT,01748,NN,EStT,11032,85607.0,500.0,1898-04-01,print,0.0,25853.0,1.0,,,,2562.0,Gemischter Chor,107726772X,,,
12749,Franz-Album ,collection full,PE_01112a,,1,,,,,,,,,,,,,,,,,,,,,12038.0,Gesänge,Liebesfeier,1225749182,,"21, Nr. 4",,5046.0,61470.0,PE,"Gesänge, Liebesfeier",1854-01-01,,,,2968.0,Lied,4035669-3,61470.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3445.0,Klavier,4030982-4,5046.0,"Franz, Robert",118702955,m,,,Halle (Saale),Halle (Saale),,XA-DE,21412,PE_01112a_01112b_NN_mS,01112b,NN,mS,12749,78699.0,1500.0,1887-06-01,print,0.0,21412.0,1.0,,,,17.0,Singstimme,4156941-6,,,
13741,Album VI,collection full,PE_00793,,1,,,,,,,,,,,,,,,,,,,,,13819.0,An die Nachtigall,,300301219,,"post. 172,3",,869.0,62987.0,PE,An die Nachtigall,1815-01-01,,,,2968.0,Lied,4035669-3,62987.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3483.0,Singstimme,4156941-6,869.0,"Schubert, Franz",118610961,m,1797-01-31,1828-11-19,Wien,Wien,Wien,XA-AT,23362,PE_00793_00793_Bd6_N,00793,Bd6,N,13741,76449.0,500.0,1898-07-01,print,0.0,23362.0,1.0,,,,1.0,Klavier,4030982-4,,,
13925,Requiem K. A.,adaptation,PE_01066,,1,,,,,,,,,,,,,,,,,,,,,11751.0,Requiem,,1048530361,,20,,5035.0,66364.0,PE,Requiem in f-Moll,1859-01-01,f-Moll,,,2927.0,error,error,66364.0,1.0,1.0,,Vokalsolisten,3469.0,Alt,4270768-7,5035.0,"Kiel, Friedrich",118561936,m,,,Bad Laasphe- Puderbach,Berlin,,XA-DE,24146,PE_01066_01066_NN_EStA,01066,NN,EStA,13925,71378.0,100.0,1883-09-01,print,0.0,24146.0,1.0,,,,17.0,Singstimme,4156941-6,,,
12748,Abt-Album,collection full,PE_01111a,,1,,,,,,,,,,,,,,,,,,,,,12005.0,Lieder,Blau Äugelein,122572127X,,"158, Nr. 4",,1917.0,61446.0,PE,"Lied, Blau Äugelein",1859-01-01,,,,2968.0,Lied,4035669-3,61446.0,0.0,0.0,Einzelinstrument Klavier,Singstimme Solo,3483.0,Singstimme,4156941-6,1917.0,"Abt, Franz",102199175,m,1819-12-22,1885-03-31,Eilenburg,Wiesbaden,"Zürich, Leipzig, Braunschweig","XA-DE, XA-CH",21410,PE_01111a_01111b_NN_tS,01111b,NN,tS,12748,78476.0,2000.0,1883-09-01,print,0.0,21410.0,1.0,,,,1.0,Klavier,4030982-4,,,
12778,Sammlung Klassischer Stücke f. Piano & Viol.,collection full,PE_01413a,,1,,,,,,,,,,,,,,,,,,,,,12264.0,Quartett,Cavatina,1145068065,"Violine (2), Viola, Violoncello",130,,509.0,61713.0,PE,"Quartett für Violine (2), Viola, Violoncello in B-Dur, Cavatina",1825-01-01,B-Dur,,,3155.0,Quartett,4176618-0,61713.0,0.0,0.0,Quartett,,3441.0,Violoncello,4063584-3,509.0,"Beethoven, Ludwig van",118508288,m,1770-12-17,1827-03-26,Bonn,Wien,"Bonn, Wien","XA-DE, XA-AT",21502,PE_01413a_01413b_Bd2_N,01413b,Bd2,N,12778,95630.0,3000.0,1925-05-01,print,0.0,21502.0,1.0,,,,5.0,Violine,4019791-8,,,
